Id,LotFrontage,LotArea,Alley,LotShape,LotConfig,Neighborhood,Condition1,BldgType,OverallQual,RoofStyle,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtCond,BsmtExposure,TotalBsmtSF,HeatingQC,CentralAir,GrLivArea,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,Fence,SalePrice,HouseAge,RecentRemodel,TotalPorchSF,TotalBathAbGr,TotalFinSF,BsmtBath
320,0.0,14115,0,1,1,0,2,0,3,1,1,225.0,2,0,3,2,2,1372,2,1,1472,2,6,1,2,3,588,2,2,1,233,0,187500,29,29,48,2.0,2508,1
768,75.0,12508,0,0,1,2,2,0,2,1,0,0.0,2,0,3,2,1,983,4,1,1750,2,7,0,0,3,423,2,2,1,245,0,160000,68,23,156,2.0,2410,1
757,68.0,10769,0,0,1,2,2,0,3,1,0,0.0,3,1,3,2,2,866,4,1,1768,3,7,0,0,3,578,2,2,1,144,0,212000,2,2,105,2.5,1788,0
425,72.0,9000,0,1,1,0,2,0,2,1,1,74.0,2,0,3,2,1,1196,3,1,1196,2,6,1,3,3,297,2,2,1,0,0,139000,52,52,44,1.0,1812,1
554,67.0,8777,0,1,1,1,1,0,1,1,0,0.0,2,0,0,0,0,0,4,1,1126,3,5,0,0,2,520,2,2,0,0,1,108000,60,6,96,2.0,1126,0
1036,0.0,11500,0,0,0,1,2,0,1,1,0,0.0,2,0,0,0,0,0,4,0,845,2,5,0,0,2,290,2,2,0,186,0,84000,52,52,0,1.0,845,0
954,0.0,11075,0,0,1,2,2,0,2,1,1,232.0,2,0,2,2,2,784,4,1,1968,2,7,1,0,3,530,2,2,1,305,1,172000,39,39,189,2.5,2723,1
1186,60.0,9738,0,1,1,1,2,0,2,1,0,0.0,2,0,2,2,1,784,3,1,1221,2,7,0,0,3,392,2,2,1,0,0,104900,82,56,236,1.0,1613,1
597,60.0,3600,1,1,1,3,2,0,2,1,0,0.0,2,0,2,2,1,684,4,0,1368,2,7,0,0,2,216,2,1,0,0,0,114504,96,13,158,1.0,1368,0
228,21.0,1869,0,1,1,0,2,3,2,1,1,127.0,2,0,2,2,1,483,2,1,987,2,5,0,0,2,280,2,2,1,0,0,106000,38,38,0,1.5,1308,0
1107,114.0,10357,0,0,2,1,1,0,3,0,0,0.0,3,1,3,2,1,910,3,1,1442,3,6,1,2,3,719,2,2,1,0,0,179900,17,16,244,2.0,2180,1
772,67.0,8877,0,1,1,1,2,0,1,1,0,0.0,2,0,1,1,1,836,2,1,1220,2,6,0,0,2,396,2,2,1,0,0,102000,55,55,0,1.0,2056,0
934,63.0,8487,0,1,2,2,2,0,3,1,1,210.0,3,1,3,2,2,1500,4,1,1500,3,6,0,0,3,570,2,2,1,192,0,190000,5,5,36,2.0,1520,0
1418,0.0,16545,0,0,1,0,2,0,3,1,1,731.0,3,1,3,2,1,1284,4,1,2450,3,7,1,2,3,1069,2,2,1,0,0,340000,11,11,126,2.5,3231,1
67,0.0,19900,0,1,1,0,2,0,3,1,1,287.0,2,0,3,2,3,1947,2,1,2207,2,7,1,3,3,576,2,2,1,301,0,180000,40,21,0,2.0,3119,1
1000,64.0,6762,0,1,1,2,2,0,3,1,1,24.0,3,1,3,2,2,1187,4,1,1208,3,6,0,0,3,632,2,2,1,105,0,206000,4,4,61,2.0,1894,1
580,81.0,12150,1,1,1,3,2,0,2,1,1,335.0,2,0,2,2,1,1050,4,0,1795,2,7,0,0,3,352,1,2,1,0,0,131500,54,54,0,2.0,1795,0
943,42.0,7711,0,0,1,1,2,1,1,1,0,0.0,2,1,3,2,3,1440,2,1,1440,2,8,0,0,0,0,0,0,0,321,0,150000,30,30,0,2.0,2880,1
212,83.0,10420,0,1,2,1,2,0,2,1,0,0.0,2,1,3,2,1,1212,4,1,1212,3,6,0,0,3,460,2,2,1,100,0,186000,1,1,22,2.0,1248,0
1149,0.0,5700,0,1,1,3,2,0,3,1,0,0.0,2,1,2,2,1,572,2,1,1111,2,5,1,3,2,288,2,2,1,0,0,116900,82,58,176,1.0,1111,0
746,0.0,8963,0,0,1,0,2,0,3,0,1,289.0,4,0,2,3,1,1142,4,1,2715,3,11,1,2,1,831,2,2,1,0,0,299800,32,12,204,3.5,3370,1
537,57.0,8924,0,0,0,2,2,0,3,1,0,0.0,2,1,3,2,2,880,4,1,1724,3,8,0,0,3,527,2,2,1,120,0,188000,10,9,155,2.5,1724,0
1287,0.0,9790,0,1,1,0,1,0,2,0,1,451.0,2,0,2,2,1,1328,2,1,1328,2,6,1,3,3,528,2,2,1,0,0,143000,47,47,26,1.5,1978,1
1296,70.0,8400,0,1,1,0,1,0,2,0,1,168.0,2,0,2,2,2,1052,3,1,1052,2,5,0,0,3,288,2,2,1,356,1,138500,38,38,0,1.5,2068,1
86,121.0,16059,0,1,2,0,2,0,3,0,1,284.0,3,0,3,2,1,1288,4,1,2417,3,9,1,2,3,462,2,2,1,127,0,260000,15,14,82,2.5,2417,0
1315,60.0,8190,0,1,1,1,2,0,1,0,0,0.0,2,0,2,2,1,948,4,1,948,2,5,1,2,2,280,2,2,1,0,0,119000,53,53,36,1.0,1680,1
975,60.0,11414,0,0,2,3,0,0,3,1,0,0.0,2,0,3,2,1,728,2,0,2019,3,8,0,0,2,532,2,2,1,509,1,167500,99,16,135,1.0,2019,0
977,51.0,5900,0,0,1,3,2,0,1,1,0,0.0,2,1,3,2,1,440,2,1,869,1,4,0,0,0,0,0,0,1,0,0,85500,83,48,0,1.0,869,0
632,34.0,4590,0,1,1,0,2,3,3,1,1,108.0,3,1,3,3,1,1554,4,1,1554,3,6,1,3,3,627,2,2,1,156,0,209500,1,1,73,2.0,1578,0
1316,85.0,11075,0,1,1,0,2,0,2,1,0,0.0,2,0,1,2,1,952,2,1,2112,2,9,1,3,3,576,2,2,1,280,0,206900,39,39,0,2.5,2888,0
1384,0.0,25339,0,1,1,1,2,0,2,1,0,0.0,2,0,2,2,1,816,4,1,1416,3,7,0,0,3,576,2,2,0,0,0,112000,89,0,112,2.0,1416,0
1402,62.0,7415,0,0,1,0,2,0,2,1,0,0.0,2,1,2,2,1,839,4,1,1593,2,8,1,2,3,398,2,2,1,100,0,193000,4,4,75,2.5,2352,1
950,78.0,9360,0,1,1,0,2,0,2,0,0,0.0,2,0,2,2,1,1161,2,1,1381,3,5,1,2,3,676,2,2,1,0,0,197500,38,4,0,1.5,2363,1
274,80.0,9600,0,1,1,0,1,0,2,0,1,183.0,2,0,2,2,1,1240,3,1,1632,2,6,1,3,3,338,2,2,1,289,1,139000,51,21,0,2.0,2872,1
1035,50.0,6305,0,1,1,2,2,0,2,1,0,0.0,2,1,1,1,1,920,4,1,954,1,5,1,3,1,240,1,2,1,0,1,119750,69,57,0,1.0,954,0
363,64.0,7301,0,1,2,1,2,0,3,1,1,500.0,3,0,0,0,0,0,4,1,1922,3,7,1,4,1,672,2,2,1,0,0,198500,6,6,177,3.0,1922,0
623,71.0,7064,0,1,1,1,2,0,2,1,1,153.0,2,0,2,2,1,980,2,1,980,2,6,0,0,2,484,2,2,1,192,0,135000,32,32,0,1.0,1540,0
3,68.0,11250,0,0,1,2,2,0,3,1,1,162.0,3,1,3,2,1,920,4,1,1786,3,6,1,2,3,608,2,2,1,0,0,223500,7,6,42,2.5,2272,1
7,75.0,10084,0,1,1,0,2,0,3,1,1,186.0,3,1,4,2,2,1686,4,1,1694,3,7,1,3,3,636,2,2,1,255,0,307000,3,2,57,2.0,3063,1
312,50.0,8000,0,1,1,0,2,0,2,1,0,0.0,2,0,2,2,1,972,4,1,972,2,5,1,3,2,240,2,2,1,0,0,132000,61,7,0,1.0,1652,1
669,0.0,14175,0,1,2,1,2,0,2,1,0,0.0,2,0,2,2,1,1188,3,1,1437,2,6,1,2,2,576,2,2,1,304,0,168000,50,19,0,1.5,2425,1
1038,0.0,9240,0,1,1,2,2,0,3,1,1,396.0,3,1,3,2,1,1055,4,1,2263,3,7,1,2,1,905,2,2,1,0,0,287000,7,6,234,2.5,2263,0
1440,80.0,11584,0,1,1,0,2,0,3,0,1,96.0,2,0,2,2,1,539,2,1,1725,2,6,1,2,3,550,2,2,1,0,0,197000,28,28,304,2.5,2150,0
216,72.0,10011,0,0,1,0,2,0,2,1,1,64.0,2,0,2,2,1,1070,2,1,1236,3,6,1,1,3,447,2,2,1,0,1,134450,49,10,0,1.0,1596,1
1120,70.0,7560,0,1,1,0,2,0,2,1,0,0.0,2,0,2,2,1,1040,2,1,1040,2,6,0,0,3,286,2,2,1,140,1,133700,47,47,252,1.0,1409,0
28,98.0,11478,0,1,1,0,2,0,3,1,1,200.0,3,1,4,2,1,1704,4,1,1704,3,7,1,3,3,772,2,2,1,0,0,306000,3,2,50,2.0,2922,1
1056,104.0,11361,0,1,1,0,2,0,2,1,1,160.0,2,0,3,2,1,1193,2,1,1523,2,7,1,2,3,478,2,2,1,0,1,180000,32,32,189,2.0,2167,1
825,81.0,11216,0,1,1,0,2,0,3,1,0,0.0,3,1,3,3,1,1489,4,1,1489,3,7,1,3,3,776,2,2,1,0,0,232600,0,0,140,2.0,1489,0
1416,51.0,3635,0,1,1,0,2,1,3,0,1,130.0,3,1,3,2,1,1386,4,1,1569,3,7,1,2,3,660,2,2,1,143,0,175900,2,2,20,2.0,2557,1
1199,70.0,9100,0,1,1,2,2,0,3,1,0,0.0,3,1,3,2,1,1212,4,1,1212,3,6,0,0,3,573,2,2,1,356,0,178000,8,8,0,2.0,1212,0
1281,67.0,9808,0,0,1,2,2,0,3,1,1,110.0,3,1,3,2,1,1573,4,1,1573,3,6,0,0,3,544,2,2,1,0,0,227000,7,7,72,2.0,2361,1
625,80.0,10400,0,1,1,0,2,0,2,1,0,288.0,2,0,2,2,1,732,3,1,1790,2,8,1,2,3,484,2,2,1,148,0,165150,34,34,147,2.0,2037,1
808,144.0,21384,0,1,1,3,2,0,2,1,0,0.0,2,0,2,2,3,1324,4,1,1576,3,6,1,2,3,528,2,2,1,0,0,223500,86,5,312,1.5,2885,1
257,64.0,8791,0,0,1,0,2,0,2,1,0,0.0,3,1,3,2,1,864,4,1,1728,3,7,0,0,3,673,2,2,1,216,0,207500,5,5,56,2.5,2231,0
26,110.0,14230,0,1,2,0,2,0,3,1,1,640.0,3,1,3,2,1,1566,4,1,1600,3,7,1,3,3,890,2,2,1,0,0,256300,2,2,56,2.0,1600,0
337,86.0,14157,0,0,2,0,2,0,4,0,1,200.0,3,1,4,2,3,1922,4,1,1922,3,8,1,3,3,676,2,2,1,178,0,377426,2,1,51,2.0,3171,1
573,83.0,13159,0,0,2,2,2,0,3,1,0,0.0,2,1,4,2,2,846,3,1,1692,3,6,0,0,3,650,2,2,1,208,0,224500,0,0,114,2.5,1692,0
48,84.0,11096,0,1,1,0,2,0,3,1,0,0.0,3,1,3,2,2,1656,4,1,1656,3,7,0,0,3,826,2,2,1,0,0,249700,1,1,146,2.0,1680,0
107,60.0,10800,1,1,1,3,2,0,1,0,0,0.0,2,0,1,2,1,641,3,1,1047,2,6,0,0,2,273,1,1,0,0,0,100000,122,12,0,1.0,1047,0
350,56.0,20431,0,0,1,0,2,0,4,0,1,870.0,4,1,4,2,1,1848,4,1,2728,4,10,1,4,3,706,2,2,1,0,0,437154,1,0,0,2.5,4138,1
56,100.0,10175,0,0,1,0,2,0,2,1,1,272.0,2,0,2,2,1,1425,3,1,1425,2,7,1,3,3,576,2,2,1,0,0,180500,44,44,407,2.0,1915,0
1444,0.0,8854,0,1,1,3,2,0,2,1,0,0.0,2,0,2,2,1,952,1,0,952,1,4,1,3,2,192,1,0,0,0,0,121000,93,59,138,1.0,952,0
214,43.0,13568,0,0,0,2,2,0,2,1,0,0.0,2,1,3,2,1,990,4,1,990,2,5,0,0,3,576,2,2,1,224,0,156000,11,11,0,1.0,1706,1
121,0.0,21453,0,0,0,0,2,0,2,0,0,0.0,2,0,2,2,3,938,4,1,988,2,4,1,2,3,540,2,2,1,0,0,180000,37,37,260,1.0,1926,1
1207,0.0,8900,0,1,1,1,2,0,1,1,0,0.0,2,0,2,2,1,1056,2,1,1056,2,5,0,0,2,384,2,2,1,0,1,107000,40,40,42,1.0,2112,1
1389,42.0,14892,0,0,0,0,2,0,4,1,1,160.0,4,1,4,2,3,1746,4,1,1746,4,7,1,3,3,758,2,2,1,201,0,377500,3,2,39,2.0,3066,1
73,74.0,10141,0,0,2,0,2,0,3,1,1,40.0,2,1,3,2,1,832,3,1,1718,2,7,1,2,3,427,2,2,1,0,0,185000,11,11,385,2.5,1718,0
744,70.0,12886,0,0,1,1,2,0,2,1,0,0.0,2,0,3,2,2,520,4,1,1464,2,6,1,2,3,480,2,2,1,302,0,175000,46,10,100,2.0,1908,1
1189,68.0,8935,0,0,1,2,2,0,3,1,1,95.0,3,1,3,2,1,831,4,1,1660,3,7,0,0,3,493,2,2,1,144,0,195000,7,7,68,2.5,1660,0
46,61.0,7658,0,1,1,0,2,1,4,0,1,412.0,4,1,4,2,1,1752,4,1,1752,4,6,1,3,3,576,2,2,1,196,0,319900,5,5,82,2.0,2208,1
1231,0.0,18890,0,0,1,1,1,1,2,0,0,1.0,2,0,3,2,1,1361,4,1,2620,2,12,1,2,1,600,2,2,0,155,0,190000,30,30,169,3.0,3329,0
524,130.0,40094,0,0,1,1,2,0,4,0,1,762.0,4,1,4,2,3,3138,4,1,4676,4,11,1,3,1,884,2,2,1,208,0,184750,0,-1,406,3.5,6936,1
827,50.0,6130,0,1,1,3,2,0,2,1,0,0.0,2,0,2,2,1,784,3,1,784,3,5,0,0,0,0,0,0,1,0,0,109500,84,58,116,1.0,1568,1
868,85.0,6970,0,1,2,1,1,0,1,1,0,0.0,2,0,2,2,1,1040,2,1,1120,1,5,0,0,3,544,2,2,1,168,0,129000,46,46,0,1.5,2052,1
1200,75.0,11235,0,1,1,1,2,0,1,1,1,51.0,2,0,2,2,1,1051,3,1,1382,2,6,1,0,3,459,2,2,1,0,0,148000,43,27,82,1.5,1929,0
758,0.0,11616,0,0,0,1,2,0,2,0,1,328.0,2,0,2,2,1,672,2,1,1386,2,6,1,2,3,440,2,2,1,335,1,158900,32,32,0,2.5,1824,0
534,50.0,5000,0,1,1,3,2,0,0,1,0,0.0,1,0,0,0,0,0,1,0,334,1,2,0,0,0,0,0,0,0,0,0,39300,61,57,0,1.0,334,0
604,30.0,3182,1,1,1,0,2,1,3,1,0,0.0,3,1,3,2,1,600,4,1,1200,3,4,0,0,2,480,2,2,1,0,0,151000,6,5,172,2.5,1200,0
466,0.0,3072,0,1,1,0,2,1,3,0,1,18.0,3,1,3,2,1,1375,4,1,1414,3,6,1,2,3,398,2,2,1,144,0,178740,2,2,20,2.0,1414,0
1392,65.0,8944,0,1,1,0,2,1,2,1,0,0.0,2,0,2,2,1,1584,2,1,1584,2,8,0,0,2,792,2,2,1,0,0,124000,42,42,152,2.0,1584,0
1245,0.0,11435,0,0,2,2,2,0,3,1,0,0.0,2,1,3,2,1,792,1,1,1517,3,7,1,3,2,400,2,2,1,0,0,230000,77,56,0,1.0,1517,0
1081,80.0,11040,0,1,1,0,2,0,2,1,1,144.0,3,0,2,2,1,1258,4,1,1258,3,5,0,0,3,528,2,2,1,55,0,145000,37,4,216,2.0,1914,1
905,0.0,6173,0,0,1,1,2,0,2,1,1,75.0,2,0,2,2,1,876,2,1,902,2,6,0,0,3,288,2,2,1,0,1,125500,40,40,0,1.0,1501,0
61,63.0,13072,0,1,1,1,0,0,2,1,0,0.0,2,1,3,2,1,1158,4,1,1158,3,5,0,0,2,576,2,2,1,0,0,158000,2,2,50,1.5,2099,1
93,80.0,13360,1,0,1,2,2,0,2,1,0,0.0,2,0,3,2,1,876,4,1,964,2,5,0,0,2,432,2,2,1,0,0,163500,88,3,44,1.0,1677,1
667,0.0,18450,0,0,1,0,2,0,2,0,1,113.0,2,0,3,2,1,1021,2,1,2380,2,7,1,0,1,596,2,2,1,0,0,129000,42,28,265,2.5,3290,0
728,64.0,7314,0,1,1,2,2,0,3,1,1,82.0,3,1,3,2,2,1232,4,1,1232,3,6,0,0,3,632,2,2,1,132,0,194500,2,2,0,2.0,1956,1
195,60.0,7180,0,0,1,2,2,0,2,0,0,0.0,2,0,2,2,2,864,2,1,864,2,5,0,0,2,352,2,2,1,0,0,127000,36,36,0,1.0,1254,0
281,82.0,11287,0,1,1,1,2,0,3,1,1,340.0,3,0,3,2,2,807,3,1,1982,3,7,1,2,3,575,2,2,1,0,0,228500,18,18,280,2.5,2403,0
360,78.0,12011,0,0,0,0,2,0,3,1,1,530.0,3,1,3,2,2,1086,4,1,1924,3,7,1,2,3,592,2,2,1,208,0,280000,8,8,449,2.5,2880,1
520,53.0,10918,0,1,1,2,2,0,3,0,0,0.0,3,0,3,2,1,1276,4,1,2080,3,9,1,3,2,282,2,2,1,0,1,234000,83,5,145,1.5,2080,0
1456,62.0,7917,0,1,1,0,2,0,2,1,0,0.0,2,1,3,2,1,953,4,1,1647,2,7,1,2,3,460,2,2,1,0,0,175000,8,7,40,2.5,1647,0
924,50.0,8012,0,1,1,1,2,1,2,1,0,0.0,3,1,3,2,1,1604,4,1,1617,3,5,1,1,3,533,2,2,1,0,0,193000,15,14,69,2.0,2623,1
183,60.0,9060,0,1,1,1,1,0,2,0,1,98.0,2,1,0,0,0,0,4,1,1340,2,7,1,3,3,252,2,2,1,116,1,120000,50,1,180,1.0,1340,0
988,83.0,10159,0,0,1,0,2,0,4,0,1,450.0,4,1,4,2,2,1930,4,1,1940,4,8,1,3,3,606,2,2,1,168,0,395192,1,0,95,2.5,3586,1
111,75.0,9525,0,1,1,1,2,0,2,1,0,0.0,2,0,2,1,1,994,3,1,1855,2,7,0,0,3,325,2,2,1,182,0,136900,52,34,0,2.0,2299,0
43,0.0,9180,0,0,0,1,2,0,2,1,0,0.0,2,0,3,2,2,840,3,1,884,3,5,0,0,3,504,2,3,1,240,1,144000,24,24,0,1.0,1724,1
1237,36.0,2628,0,1,1,0,2,3,3,1,1,106.0,3,1,3,2,1,764,4,1,1626,3,6,0,0,1,474,2,2,1,0,0,175500,7,7,27,2.5,1626,0
205,50.0,3500,1,1,1,3,2,0,2,1,0,0.0,2,0,2,2,1,720,2,1,1284,2,5,0,0,2,240,2,2,1,0,1,110000,62,59,35,1.5,1596,0
984,0.0,11250,0,1,2,2,2,0,3,1,0,0.0,3,1,3,2,1,1128,4,1,2290,3,9,1,3,3,779,2,2,1,0,0,255900,6,6,0,2.5,2290,0
53,110.0,8472,0,0,2,3,0,1,2,1,0,0.0,1,0,3,2,3,816,2,0,816,2,5,0,0,1,516,2,2,1,106,0,110000,47,47,0,1.0,1632,1
546,0.0,13837,0,0,2,0,2,0,3,1,1,178.0,3,1,3,3,1,1204,3,1,2183,3,9,0,0,3,786,2,2,1,0,0,229000,18,18,0,2.5,3387,0
946,98.0,8820,0,1,2,3,2,0,2,0,0,0.0,2,0,2,2,1,1088,2,1,1869,2,7,0,0,2,456,2,2,1,48,1,124900,119,13,244,1.0,2837,0
853,53.0,7128,0,1,1,2,2,0,3,1,0,0.0,2,0,2,2,1,918,3,1,1646,2,7,1,3,2,240,2,2,1,0,1,164000,66,57,126,2.0,2010,0
1414,88.0,10994,0,0,2,1,2,0,3,1,1,366.0,3,1,3,3,1,1844,4,1,1844,3,7,1,3,3,620,2,2,1,165,0,257000,4,3,44,2.0,2820,1
1376,89.0,10991,0,0,1,2,2,0,3,1,1,80.0,3,1,3,2,3,1571,4,1,1571,3,7,1,3,3,722,2,2,1,100,0,239000,0,0,36,2.0,1571,0
184,63.0,11426,0,1,1,3,2,0,3,1,0,0.0,2,1,3,2,1,1362,4,1,2082,3,6,0,0,2,484,2,2,0,280,0,200000,5,5,238,2.5,2082,0
138,82.0,11070,0,1,1,2,2,1,3,1,1,70.0,2,0,2,2,1,1907,3,1,1959,2,9,0,0,1,766,2,2,1,0,0,171000,18,17,0,3.0,1959,0
927,93.0,11999,0,1,1,0,2,0,3,0,1,340.0,3,1,3,2,1,1181,4,1,2374,4,10,1,3,1,656,2,2,1,104,0,285000,4,3,100,2.5,2374,0
81,100.0,13000,0,1,2,0,2,0,2,1,1,576.0,2,0,3,2,1,896,2,1,2142,3,8,1,3,3,509,2,2,1,0,0,193500,41,41,324,2.5,2590,0
1365,30.0,3180,1,1,1,0,2,1,3,1,0,0.0,3,1,3,2,1,600,4,1,1200,3,4,0,0,2,480,2,2,1,0,0,144152,1,1,166,2.5,1120,0
106,75.0,9375,0,1,1,0,2,0,3,0,1,768.0,3,1,4,2,1,1053,4,1,1992,3,9,1,3,3,648,2,2,1,140,0,250000,5,4,45,2.5,1992,0
542,0.0,11000,0,1,2,0,2,0,3,1,1,72.0,3,1,3,2,1,969,4,1,2285,3,8,1,2,1,648,2,2,1,0,0,248000,7,7,56,2.5,2285,0
707,0.0,115149,0,0,0,0,2,0,3,1,1,351.0,2,0,3,2,3,1643,2,1,1824,3,5,1,2,3,739,2,2,1,380,0,302000,36,5,48,2.0,3043,1
481,98.0,16033,0,0,2,0,2,0,4,0,1,378.0,3,1,4,2,3,1833,4,1,1850,3,8,1,3,3,772,2,2,1,519,0,326000,2,1,112,2.0,3111,1
166,62.0,10106,0,1,1,1,2,2,2,1,0,0.0,2,0,2,2,1,644,3,1,1355,2,6,0,0,0,0,0,0,1,140,0,127500,68,9,0,2.0,1887,1
249,72.0,11317,0,1,1,2,2,0,3,1,1,101.0,3,1,3,2,1,840,4,1,1668,3,8,0,0,3,500,2,2,1,144,0,180000,4,4,68,2.5,1668,0
308,0.0,7920,1,0,1,3,1,0,2,1,0,0.0,2,0,2,2,1,319,2,1,1406,1,6,0,0,0,0,0,0,0,0,1,89500,88,58,144,1.0,1406,0
447,137.0,16492,0,0,2,0,2,0,2,1,0,0.0,3,0,2,2,1,1517,4,1,1888,3,6,1,3,3,578,2,2,1,0,0,190000,44,8,0,2.5,2848,0
713,40.0,4671,0,0,1,0,2,1,3,1,0,0.0,3,1,3,2,1,1228,3,1,1228,3,5,1,3,3,472,2,2,1,168,0,189000,20,19,120,2.0,1995,1
335,59.0,9042,0,0,1,0,2,0,2,1,0,0.0,2,1,3,2,3,943,3,1,1638,2,7,1,2,3,472,2,2,1,100,0,192000,10,10,38,2.5,2466,1
98,73.0,10921,0,1,1,1,2,0,1,0,1,48.0,2,0,2,2,1,960,2,1,960,2,6,0,0,3,432,2,2,0,120,0,94750,42,42,0,1.0,1480,1
725,86.0,13286,0,0,1,1,2,0,4,0,1,340.0,4,1,4,2,1,1698,4,1,1698,4,8,1,3,3,768,2,2,1,327,0,320000,2,1,64,2.0,2932,1
906,80.0,9920,0,1,1,0,2,0,2,1,1,110.0,2,0,2,2,1,1056,2,1,1063,2,6,0,0,3,280,2,2,1,0,1,128000,56,56,164,1.0,1707,1
900,65.0,6993,0,1,1,1,1,0,2,1,0,0.0,2,0,2,2,1,912,2,1,1236,2,6,1,2,3,288,2,2,1,0,0,135000,45,12,0,1.0,1701,0
103,64.0,7018,0,1,1,1,2,1,2,1,0,0.0,2,0,0,0,0,0,2,1,1535,2,8,0,0,3,410,2,2,1,0,0,118964,30,30,0,2.0,1535,0
435,21.0,1890,0,1,1,2,2,3,1,1,0,0.0,2,0,3,2,2,630,3,1,630,2,3,0,0,0,0,0,0,1,88,0,81000,36,36,0,1.0,1125,1
1008,21.0,2217,0,1,1,2,2,1,1,1,0,0.0,2,0,2,2,1,546,2,1,1092,2,6,0,0,3,286,2,2,1,238,0,88000,39,39,0,1.5,1638,0
1306,108.0,13173,0,0,2,0,2,0,4,0,1,300.0,3,1,4,2,1,1652,4,1,1652,4,6,1,4,3,840,2,2,1,404,0,325000,3,2,102,2.0,3224,1
835,75.0,7875,0,1,1,0,2,0,2,1,1,136.0,2,0,2,2,1,1144,3,1,1144,2,6,0,0,3,456,2,2,1,0,1,139950,47,47,0,1.0,1716,1
1325,75.0,9986,0,1,1,0,2,0,3,1,1,428.0,3,1,4,2,2,1795,4,1,1795,3,7,1,3,3,895,2,2,1,0,0,147000,1,0,49,2.0,1795,0
303,118.0,13704,0,0,2,2,2,0,3,1,1,150.0,3,1,3,2,1,1541,4,1,1541,3,6,1,2,3,843,2,2,1,468,0,205000,5,4,81,2.0,1541,0
1230,70.0,7910,0,1,1,0,2,0,2,0,0,0.0,2,0,2,2,1,1075,3,1,1507,2,7,0,0,1,404,2,2,1,0,1,127000,48,48,0,2.0,2173,0
1192,24.0,2645,1,1,1,0,2,3,3,1,1,456.0,3,1,3,2,1,776,4,1,1441,3,5,0,0,2,492,2,2,1,206,0,174000,8,7,0,2.5,1441,0
389,93.0,9382,0,0,0,2,2,0,3,1,1,125.0,3,1,3,2,1,1468,4,1,1479,3,6,0,0,3,577,2,2,1,120,0,191000,9,8,25,2.0,1479,0
236,21.0,1680,0,1,1,0,2,1,2,1,1,604.0,2,0,2,2,1,483,2,1,987,2,5,0,0,2,264,2,2,1,0,0,89500,37,37,0,1.5,1345,0
1213,50.0,9340,0,1,1,1,2,0,1,0,0,0.0,2,0,2,2,1,672,2,1,672,2,4,0,0,3,234,2,2,0,0,0,113000,68,59,113,1.0,1016,1
268,60.0,8400,0,1,1,2,2,0,2,1,0,0.0,2,1,2,2,1,720,4,1,2192,3,8,1,3,2,240,2,2,1,262,0,179500,69,11,24,2.5,2150,0
306,80.0,10386,0,1,1,2,2,0,3,1,1,246.0,3,1,3,2,1,2000,4,1,2000,3,8,0,0,3,888,2,2,1,168,0,305900,3,2,0,2.0,3464,1
118,74.0,8536,0,1,2,1,2,0,2,1,0,0.0,2,1,3,2,1,1125,3,1,1125,2,5,0,0,3,430,2,2,1,80,0,155000,1,0,64,1.5,1125,0
1180,77.0,8335,0,1,2,1,2,0,2,1,0,0.0,2,0,0,0,0,0,3,1,1124,2,5,1,3,0,0,0,0,0,0,0,93000,52,52,226,1.0,1124,0
674,110.0,14442,0,1,1,2,2,0,2,0,1,106.0,2,1,2,2,1,1477,4,1,1839,3,7,1,2,3,416,2,2,1,0,0,257500,50,3,287,2.0,3025,1
250,0.0,159000,0,0,0,0,2,0,2,1,1,472.0,3,0,3,2,3,1444,3,1,2144,3,7,1,2,3,389,2,2,1,0,0,277000,49,1,98,2.0,2841,1
1066,80.0,14000,0,1,1,0,2,0,3,1,0,0.0,3,1,4,2,3,1306,4,1,2260,3,7,0,0,3,533,2,2,1,296,0,328000,14,13,44,2.5,3461,1
1053,100.0,9500,0,1,2,0,1,0,2,1,1,272.0,2,0,2,2,1,816,2,1,1977,2,9,1,2,3,540,2,2,1,0,1,165000,43,29,52,1.5,2419,1
72,69.0,7599,0,1,2,2,2,0,1,1,0,0.0,2,0,2,2,1,845,2,1,845,2,4,0,0,2,360,2,2,1,0,0,129500,25,1,0,1.0,1410,1
95,69.0,9337,0,0,1,2,2,0,2,1,0,0.0,2,1,3,2,1,824,4,1,1786,3,7,0,0,3,684,2,2,1,0,0,204750,10,10,162,2.5,2434,1
1441,79.0,11526,0,0,1,2,2,0,2,1,0,0.0,2,0,4,2,1,588,1,1,2555,2,11,1,3,2,672,2,2,1,431,0,191000,86,14,0,2.0,2171,0
34,70.0,10552,0,0,1,0,2,0,2,0,0,0.0,2,0,2,2,1,1398,3,1,1700,3,6,1,3,3,447,2,2,1,0,0,165500,51,51,38,1.5,2718,1
1168,58.0,10852,0,0,1,0,0,0,2,1,0,0.0,2,1,3,2,1,959,4,1,1671,2,7,1,2,3,472,2,2,1,0,0,173000,6,6,38,2.5,2457,1
449,50.0,8600,0,1,1,3,2,0,2,1,0,0.0,2,0,2,2,1,780,2,1,1376,2,7,1,3,2,198,2,2,0,0,0,119500,69,56,0,2.0,1376,0
